Date,Open,High,Low,Close,Adj Close,Volume
3/10/2017,39960,40420,39860,40180,8492.458008,10227800
3/13/2017,40040,40980,40040,40600,8581.230469,7424100
3/14/2017,40620,41540,40500,41360,8741.863281,11325050
3/15/2017,40800,41440,40800,41400,8750.318359,9587850
3/16/2017,41800,42180,41540,41840,8843.317383,9933150
3/17/2017,41800,42500,41720,42400,8961.678711,12602300
3/20/2017,42000,42120,41740,41900,8855.999023,10250050
3/21/2017,41780,42680,41760,42560,8995.496094,14220150
3/22/2017,41600,42460,41580,42460,8974.361328,16427250
3/23/2017,42200,42360,41700,41800,8834.862305,15397100
3/24/2017,41600,41980,41080,41500,8771.455078,12808150
3/27/2017,41200,41880,41180,41200,8708.045898,12177650
3/28/2017,41560,41840,41380,41480,8767.227539,8216250
3/29/2017,41740,41960,41580,41780,8830.635742,10093250
3/30/2017,41880,42440,41880,41980,10658.71289,8204000
3/31/2017,41820,42020,41200,41200,10460.6709,10500300
4/3/2017,41400,41720,41300,41440,10521.60742,9579400
4/4/2017,41600,42180,41520,42080,10684.10254,12255500
4/5/2017,41900,42240,41700,42140,10699.33789,10699700
4/6/2017,42000,42080,41600,41840,10623.16797,9683400
4/7/2017,41800,41820,41160,41600,10562.23047,10021000
4/10/2017,41940,41940,41500,41940,10648.55762,7141350
4/11/2017,41940,41940,41580,41600,10562.23047,7172900
4/12/2017,41860,41940,41700,41900,10638.40332,8274900
4/13/2017,41660,42460,41660,42420,10770.42969,9040800
4/14/2017,42160,42260,41760,42020,10668.86914,5462850
4/17/2017,42000,42080,41520,41560,10552.07422,5224750
4/18/2017,41680,41820,41280,41500,10536.8418,6860650
4/19/2017,41300,41420,40900,40900,10384.50195,11762900
4/20/2017,40580,40800,40080,40280,10227.08398,21148850
4/21/2017,40480,41400,40480,40760,10348.95606,15130500
4/24/2017,41260,41260,40920,41240,10470.82715,8990150
4/25/2017,41460,42740,41320,42700,10841.52051,19299600
4/26/2017,42700,42800,42520,42800,10866.91211,14794800
4/27/2017,42700,44520,41960,43840,11130.96875,23032250
4/28/2017,45780,45800,44520,44620,11329.00879,22685700
5/2/2017,45500,45500,44760,44900,11400.10156,14068300
5/4/2017,45700,45700,44860,45520,11557.51856,13690100
5/8/2017,45520,47020,45340,47020,11938.36914,19582550
5/10/2017,46160,47220,45600,45600,11577.83106,23410950
5/11/2017,45420,46180,45220,45500,11552.44336,21277850
5/12/2017,45760,46160,45660,45820,11633.6875,9422900
5/15/2017,45620,46280,45620,46100,11704.78125,8001400
5/16/2017,46660,46800,46100,46380,11775.87402,8803750
5/17/2017,46120,46640,46100,46340,11765.71582,7424450
5/18/2017,45740,46000,45540,45940,11664.1582,11160350
5/19/2017,45640,45780,44720,44720,11354.39941,15762350
5/22/2017,45040,45380,44760,45100,11450.87988,17643550
5/23/2017,45400,45580,44900,44920,11405.17871,12607050
5/24/2017,44860,45300,44800,44880,11395.02148,8675400
5/25/2017,45160,45680,44800,45680,11598.1416,13044800
5/26/2017,45600,46460,45540,46080,11699.7041,13613650
5/29/2017,46220,46400,45380,45620,11582.90918,8739550
5/30/2017,45520,45660,44480,44640,11334.08691,12433600
5/31/2017,44580,45020,44400,44700,11349.32031,18669100
6/1/2017,44860,44900,44400,44680,11344.24316,9753500
6/2/2017,45060,45960,45000,45960,11669.23535,12488750
6/5/2017,46040,46360,45720,45940,11664.1582,7599400
6/7/2017,46500,46500,45240,45300,11501.66113,13729400
6/8/2017,45000,45580,45000,45160,11466.11523,13978750
6/9/2017,45680,46440,45600,46100,11704.78125,11732850
6/12/2017,45420,45600,45140,45380,11521.97168,10954300
6/13/2017,45140,45620,45140,45400,11527.04981,8624900
6/14/2017,45800,46060,45240,45360,11516.89453,10166700
6/15/2017,45680,45920,45180,45680,11598.1416,9657000
6/16/2017,45500,45940,45460,45580,11572.75195,17403450
6/19/2017,45580,46560,45560,46560,11821.57324,11303900
6/20/2017,47240,48140,47220,48140,12222.73828,15045000
6/21/2017,47740,48120,47480,47480,12055.16016,9973650
6/22/2017,47960,48080,47720,47960,12177.03418,11455800
6/23/2017,47600,47780,47420,47620,12090.70703,9515100
6/26/2017,47520,48360,47520,48280,12258.2832,8552800
6/27/2017,48220,48400,47900,48300,12263.36133,9616750
6/28/2017,47600,48000,47560,47700,12111.02148,9572500
6/29/2017,48040,48320,47940,47940,14265.41309,8306550
6/30/2017,47500,47620,47100,47540,14146.38672,11877550
7/3/2017,47500,47780,47120,47220,14051.16309,6805550
7/4/2017,47160,47400,46900,47000,13985.69824,7961000
7/5/2017,46820,47680,46780,47580,14158.28906,10640250
7/6/2017,48000,48100,47720,48060,14301.12109,10923050
7/7/2017,47740,48120,47620,47860,14241.60742,8131900
7/10/2017,48500,48900,48320,48660,14479.66211,10792750
7/11/2017,48640,49000,48280,49000,14580.83594,9717800
7/12/2017,49000,50000,48840,49880,14842.69434,9486150
7/13/2017,50080,50940,50040,50560,15045.04199,16034150
7/14/2017,51000,51080,50420,50480,15021.23731,8239000
7/17/2017,50900,51020,50520,50640,15068.84668,8976100
7/18/2017,50420,50880,50360,50840,15128.36035,7084450
7/19/2017,50620,50820,50000,50740,15098.60254,11157500
7/20/2017,50760,51320,50560,51200,15235.48438,8367600
7/21/2017,50860,51160,50520,51080,15199.77734,8449050
7/24/2017,50700,51000,50620,50860,15134.31152,7099750
7/25/2017,50500,50760,49940,50000,14878.40332,10810600
7/26/2017,49600,50020,49300,49840,14830.79297,11224800
7/27/2017,50000,50640,49560,49800,14818.88965,11449500
7/28/2017,49800,49800,47380,47760,14211.85059,26168300
7/31/2017,47420,48240,46920,48200,14342.78125,12701400
8/1/2017,48000,48840,47540,48600,14461.80859,11369500
8/2/2017,49200,49340,48600,49000,14580.83594,7777450
8/3/2017,49000,49000,47120,47780,14217.80078,15540800
8/4/2017,48160,48180,47500,47700,14193.99609,8359200
8/7/2017,47500,48080,47440,47580,14158.28906,7218250
8/8/2017,47980,48260,47480,47720,14199.94629,7979600
8/9/2017,47400,47400,46240,46280,13771.4502,14555400
8/10/2017,46200,46320,45460,45900,13658.37402,22986150
8/11/2017,45120,45300,44220,44620,13277.48828,25407300
8/14/2017,45120,45400,44720,45000,13390.56152,19185600
8/16/2017,46220,46380,46000,46200,13747.64453,21913650
8/17/2017,46960,47300,46740,47040,13997.60156,12415850
8/18/2017,46760,47240,46240,46900,13955.94238,10477950
8/21/2017,47240,47240,46580,46840,13938.08789,5103450
8/22/2017,46820,47160,46700,47000,13985.69824,7381750
8/23/2017,47780,47780,47180,47480,14128.53223,9384700
8/24/2017,47520,47660,47340,47520,14140.43262,8657450
8/25/2017,47880,47880,46720,47020,13991.64941,11243550
8/28/2017,47020,47240,45960,46100,13717.88672,9962100
8/29/2017,45640,46080,45160,46080,13711.93652,12623650
8/30/2017,46380,46400,45960,46200,13747.64453,7513000
8/31/2017,46220,46640,46000,46320,13783.35156,11011700
9/1/2017,46460,46640,46300,46480,13830.96387,10641700
9/4/2017,45780,46360,45500,46040,13700.0332,7943500
9/5/2017,46240,46900,45960,46760,13914.28223,11716100
9/6/2017,46760,47180,46700,47000,13985.69824,10811050
9/7/2017,47000,48220,47000,48120,14318.97559,9676500
9/8/2017,48700,49180,48580,49080,14604.64063,10893000
9/11/2017,49700,50180,49500,49800,14818.88965,10374750
9/12/2017,50200,50220,49140,49600,14759.37695,12029750
9/13/2017,49820,50400,49440,49620,14765.32813,9357000
9/14/2017,50060,50320,49760,50300,14967.67383,14204750
9/15/2017,50300,50560,49860,50400,14997.43066,10757300
9/18/2017,50540,52480,50520,52480,15616.37305,11524950
9/19/2017,52500,52640,51780,52120,15509.24902,9850400
9/20/2017,52120,52500,51840,52220,15539.00488,9292750
9/21/2017,52220,52960,52220,52800,15711.59375,8839800
9/25/2017,53000,53680,53000,53620,15955.59766,9303100
9/26/2017,53620,53620,53620,53620,15955.59766,0
9/27/2017,52000,52200,51500,51680,15378.31738,10797000
9/28/2017,52260,52460,51260,51260,17643.07422,12025450
9/29/2017,51180,51620,50840,51280,17649.95703,12909400
10/10/2017,53360,53640,52800,52800,18173.12305,20519800
10/11/2017,53600,54760,53340,54640,18806.42969,13652150
10/12/2017,54840,55160,54100,54800,18861.5,13890700
10/13/2017,54540,54840,53780,54000,18586.15039,12601650
10/16/2017,53980,54860,53760,53920,18558.61523,9769950
10/17/2017,54020,55380,54000,54800,18861.5,10607800
10/18/2017,54820,55240,54040,54760,18847.73242,10110750
10/19/2017,54700,54700,52980,52980,18235.07813,12108700
10/20/2017,52800,54100,52800,53840,18531.08008,8027050
10/23/2017,54600,54640,54000,54300,18689.40625,8311050
10/24/2017,54700,54780,54040,54040,18599.91602,5806050
10/25/2017,54040,54420,53700,53900,18551.73047,5882850
10/26/2017,53720,53900,52400,52400,18035.44727,9776550
10/27/2017,52400,53320,52140,53080,18269.49805,7392500
10/30/2017,53780,54320,53700,54040,18599.91602,8196150
10/31/2017,54060,55440,53500,55080,18957.87109,13381550
11/1/2017,57500,57500,56180,57220,19694.43359,14510250
11/2/2017,57500,57520,56760,57060,19639.36523,10721050
11/3/2017,57060,57140,55860,56380,19405.31641,9935800
11/6/2017,56380,56500,55340,56380,19405.31641,9000950
11/7/2017,56380,56920,55860,56100,19308.94336,7464550
11/8/2017,56100,57060,55860,56760,19536.10742,8520200
11/9/2017,56920,56920,55900,56340,19391.54883,11994050
11/10/2017,55800,56540,55780,56400,19412.20117,6748800
11/13/2017,56400,56800,56100,56380,19405.31641,8806650
11/14/2017,56380,56740,55920,55920,19246.99023,6725000
11/15/2017,55920,56320,55320,55340,19047.36133,8816950
11/16/2017,55440,56000,55400,55780,19198.80273,7640700
11/17/2017,56400,56880,55820,55820,19212.57227,10733150
11/20/2017,55900,55980,55200,55200,18999.17578,9472750
11/21/2017,55400,55840,55280,55280,19026.71094,10324700
11/22/2017,55980,56200,55620,55960,19260.75781,7952950
11/23/2017,55960,55980,55020,55300,19033.59375,6272900
11/24/2017,55300,55500,55180,55460,19088.66211,4536200
11/27/2017,55360,55360,52640,52640,18118.05273,18128900
11/28/2017,52700,53280,51720,53280,18338.33398,13499400
11/29/2017,53200,53240,52500,52600,18104.28711,9590250
11/30/2017,50800,51860,50200,50800,17484.74805,29634150
12/1/2017,50800,51780,50800,50840,17498.51563,12868600
12/4/2017,50840,51340,50020,51340,17670.61133,14865050
12/5/2017,50600,51300,50280,51260,17643.07422,9326550
12/6/2017,51260,51560,50020,50020,17216.2832,10889200
12/7/2017,50040,50980,50020,50740,17464.09766,11065600
12/8/2017,51360,52000,51040,52000,17897.77344,11290450
12/11/2017,52000,52040,51500,51780,17822.05273,8125850
12/12/2017,51820,52100,51660,52100,17932.19336,8765050
12/13/2017,52100,52100,51100,51320,17663.72656,11333700
12/14/2017,51320,52280,51060,51060,17574.23633,20310400
12/15/2017,51240,51480,50520,50620,17422.79492,14928550
12/18/2017,50620,51240,50620,51200,17622.42188,7350250
12/19/2017,51540,52080,51520,51560,17746.33203,11978600
12/21/2017,51000,51060,49100,49140,16913.39648,15624300
12/22/2017,49400,49960,49240,49700,17106.14063,11199650
12/26/2017,49760,50100,48200,48200,16589.85938,16039850
12/27/2017,48960,49560,48460,49360,30669.49414,10743600
12/28/2017,49560,50960,49500,50960,31663.64063,8985450
1/2/2018,51380,51400,50780,51020,31700.92188,8474250
1/3/2018,52540,52560,51420,51620,32073.72852,10013500
1/4/2018,52120,52180,50640,51080,31738.20508,11695450
1/5/2018,51300,52120,51200,52120,32384.40039,9481150
1/8/2018,52400,52520,51500,52020,32322.26367,8383650
1/9/2018,51460,51720,49980,50400,31315.69141,18013600
1/10/2018,50500,50520,48640,48840,30346.39453,18566800
1/11/2018,48200,49260,48020,48240,29973.58984,25123800
1/12/2018,48240,48480,46760,48200,29948.73242,27270450
1/15/2018,48800,48980,47920,48540,30159.99219,10096000
1/16/2018,48760,50140,48620,50000,31067.1543,20389650
1/17/2018,50020,50020,49060,49620,30831.04102,11053050
1/18/2018,50020,50640,49820,49900,31005.01758,14848850
1/19/2018,50380,50380,49040,49320,30644.64063,9219950
1/22/2018,48640,48680,47960,48240,29973.58984,12520900
1/23/2018,48660,49160,48300,49160,30545.22461,13532700
1/24/2018,48860,49700,48560,49340,30657.06641,9550500
1/25/2018,49220,50360,49160,50260,31228.70117,11160350
1/26/2018,50500,50780,49840,50780,31551.79883,10350100
1/29/2018,51200,51480,50900,51220,31825.19336,11838800
1/30/2018,50440,50640,49780,49800,30942.88281,12284550
1/31/2018,50020,54140,49600,49900,31005.01758,64681300
2/1/2018,50620,50960,49720,49820,30955.3125,27609450
2/2/2018,49380,49400,47700,47700,29638.0625,29260350
2/5/2018,46500,48320,46000,47920,29774.75977,28357900
2/6/2018,46600,47920,46580,47420,29464.08789,19406450
2/7/2018,48240,48260,45800,45800,28457.51172,23448050
2/8/2018,46120,46620,45980,46000,28581.7793,23251050
2/9/2018,44440,45180,44420,44700,27774.0332,17465000
2/12/2018,45100,46320,45040,45720,28407.80469,15754950
2/13/2018,46200,48060,46200,47540,29538.64648,18923250
2/14/2018,48080,49100,47940,49000,30445.81055,18905900
2/19/2018,49800,49800,47860,48380,30060.57617,15353450
2/20/2018,48040,48160,47220,47400,29451.66016,10122600
2/21/2018,47280,47580,46840,47280,29377.09766,12880200
2/22/2018,47260,47260,46760,46760,29054.00195,8869950
2/23/2018,46760,47800,46760,47220,29339.82031,12423300
2/26/2018,47280,47560,47080,47380,29439.23242,9560650
2/27/2018,48360,48380,47380,47380,29439.23242,9830550
2/28/2018,47380,48100,47000,47060,29240.4043,15162350
3/2/2018,46580,46800,46000,46020,28594.20703,13265500
3/5/2018,45820,46160,45080,45200,28084.70703,14100950
3/6/2018,45920,47100,45820,47020,29215.55078,15423350
3/7/2018,48200,48900,47220,48620,30209.70117,21427050
3/8/2018,49200,49480,48080,49200,30570.07813,19463650
3/9/2018,49440,50540,49240,49740,30905.60156,14304400
3/12/2018,50560,50780,49580,49740,30905.60156,8688950
3/13/2018,50760,51660,50360,51660,32098.58203,20098700
3/14/2018,51020,52000,51000,51760,32160.7168,12713250
3/15/2018,52000,52020,51020,51540,32024.01953,8882450
3/16/2018,51220,51420,50240,51140,31775.48242,12184900
3/19/2018,50620,51340,50440,50740,31526.94727,8218850
3/20/2018,50700,51200,50100,51200,31812.76563,8193250
3/21/2018,51780,51780,51060,51060,31725.77734,8905200
3/22/2018,51060,51780,51040,51780,32173.14453,8454100
3/23/2018,50340,50720,49600,49720,30893.17578,14854950
3/26/2018,49420,50280,49040,50280,31241.12891,10057750
3/27/2018,50320,50460,49080,49980,31054.72656,11874000
3/28/2018,49100,49100,48340,48700,30259.40625,15159450
3/29/2018,48700,49560,48320,49040,47868.42578,10067000
3/30/2018,49080,49900,49080,49220,48044.12891,7777100
4/2/2018,49000,49220,48500,48540,47380.375,7115650
4/3/2018,47880,48140,47280,48120,46970.40625,12768250
4/4/2018,48160,48260,46920,46920,45799.07422,12384200
4/5/2018,47400,49380,47340,48740,47575.59375,13245600
4/6/2018,48000,48580,47400,48400,47243.71875,12532700
4/9/2018,48260,49440,48200,49200,48024.60547,9950400
4/10/2018,48540,49220,48040,48880,47712.25391,10984350
4/11/2018,49900,49900,48600,48860,47692.73047,10051100
4/12/2018,49440,49440,48880,49000,47829.38672,12466250
4/13/2018,49600,50180,49400,49800,48610.26953,10278300
4/16/2018,50320,50600,49860,50340,49137.37109,7877450
4/17/2018,50240,50540,49820,49980,48785.97266,7772000
4/18/2018,51000,51360,50580,51360,50133,13462600
4/19/2018,52000,52980,51540,52780,51519.07813,17190550
4/20/2018,51800,52260,51420,51620,50386.79297,11761000
4/23/2018,51000,52080,51000,51900,50660.10547,11619000
4/24/2018,51840,51860,50080,50460,49254.50391,15770300
4/25/2018,49220,50500,49220,50400,49195.94141,16614600
4/26/2018,50420,52160,50400,52140,50894.37109,18046550
4/27/2018,53380,53640,52440,53000,51733.82422,30310800
4/30/2018,53000,53000,53000,53000,51733.82422,0
5/2/2018,53000,53000,53000,53000,51733.82422,0
5/3/2018,53000,53000,53000,53000,51733.82422,0
5/4/2018,53000,53900,51800,51900,50660.10547,39565391
5/8/2018,52600,53200,51900,52600,51343.38281,23104720
5/9/2018,52600,52800,50900,50900,49683.99219,16128305
5/10/2018,51700,51700,50600,51600,50367.26953,13905263
5/11/2018,52000,52200,51200,51300,50074.4375,10314997
5/14/2018,51000,51100,49900,50100,48903.10547,14909272
5/15/2018,50200,50400,49100,49200,48024.60547,18709146
5/16/2018,49200,50200,49150,49850,48659.07813,15918683
5/17/2018,50300,50500,49400,49400,48219.82813,10365440
5/18/2018,49900,49900,49350,49500,48317.4375,6706570
5/21/2018,49650,50200,49100,50000,48805.49609,9020998
5/23/2018,50600,52000,50400,51800,50562.49219,17095490
5/24/2018,52000,52000,51100,51400,50172.05078,8289275
5/25/2018,51000,52800,50800,52700,51440.99219,15207266
5/28/2018,52500,53000,52000,52300,51050.54688,9787820
5/29/2018,52200,52500,51300,51300,50074.4375,8480437
5/30/2018,51300,51500,49100,49500,48317.4375,20498098
5/31/2018,50400,50800,49850,50700,49488.77344,63491109
6/1/2018,50500,51700,49950,51300,50074.4375,13038499
6/4/2018,50800,51200,50700,51100,49879.21484,9767171
6/5/2018,51100,51400,50400,51300,50074.4375,9144100
6/7/2018,51800,51800,50500,50600,49391.16016,13590016
6/8/2018,50200,50400,49600,49650,48463.85938,16951706
6/11/2018,49750,50300,49350,49900,48707.88281,10571312
6/12/2018,49700,49800,49250,49400,48219.82813,12110569
6/14/2018,49000,49000,48200,48200,47048.49219,20971729
6/15/2018,48500,48700,47650,47650,46511.63672,17080892
6/18/2018,47600,47650,46200,46600,45486.71875,16661870
6/19/2018,47200,47350,46500,47000,45877.16406,15217971
6/20/2018,47450,47600,46850,47000,45877.16406,12959316
6/21/2018,47900,47900,47050,47050,45925.97266,10015541
6/22/2018,47000,47250,46200,47250,46121.19141,10298006
6/25/2018,47050,47050,46150,46650,45535.52344,10587711
6/26/2018,45900,47300,45900,47000,45877.16406,11223166
6/27/2018,47450,48500,47000,47950,46804.46875,15274752
6/28/2018,46850,47150,46600,46800,46021.70703,12784800
6/29/2018,46250,47150,46200,46650,45874.19922,14099635
7/2/2018,46500,47150,45500,45550,44792.49609,13112253
7/3/2018,45750,46450,45750,46150,45382.51563,10959655
7/4/2018,46700,47050,46050,46250,45480.85156,8776763
7/5/2018,46100,46550,45600,45950,45185.83984,7039773
7/6/2018,45500,45850,44650,44900,44153.30469,17843706
7/9/2018,45500,46100,45200,45600,44841.66016,11602464
7/10/2018,46200,46550,46100,46300,45530.01953,10528665
7/11/2018,46400,46450,45400,46000,45235.01172,11224077
7/12/2018,45900,46250,45450,45500,44743.32813,11828104
7/13/2018,45800,46500,45750,46500,45726.69531,11543389
7/16/2018,46800,46800,46000,46050,45284.17969,7678719
7/17/2018,46150,46200,45600,45850,45087.50781,8892953
7/18/2018,46700,47200,46450,46550,45775.86328,10952645
7/19/2018,47050,47200,46600,46900,46120.04297,9880128
7/20/2018,47000,47600,46700,47450,46660.89844,10474547
7/23/2018,47100,47200,46150,46500,45726.69531,10823782
7/24/2018,46350,46600,45950,46150,45382.51563,8261363
7/25/2018,46250,46550,45900,46150,45382.51563,7222471
7/26/2018,46100,47000,46000,46900,46120.04297,7374946
7/27/2018,46450,47000,46450,46900,46120.04297,4762460
7/30/2018,46550,46800,46350,46500,45726.69531,5723035
7/31/2018,46200,46450,46000,46250,45480.85156,8033607
8/1/2018,46050,46850,46050,46550,45775.86328,7484499
8/2/2018,46550,46800,45500,45550,44792.49609,8560924
8/3/2018,45850,45900,45450,45750,44989.16797,8274944
8/6/2018,46150,46150,45750,45800,45038.33594,6771979
8/7/2018,46300,46750,45900,46700,45923.37109,9058174
8/8/2018,47000,47000,46550,46800,46021.70703,6429338
8/9/2018,47000,47050,46450,46900,46120.04297,12010886
8/10/2018,46150,46400,44850,45400,44644.98828,16670643
8/13/2018,44950,45100,44650,45050,44300.80859,9803831
8/14/2018,44850,45400,44850,45150,44399.14844,6409259
8/16/2018,43800,44650,43700,44250,43514.11719,10088229
8/17/2018,44050,44400,44050,44100,43366.60938,6808747
8/20/2018,43500,44200,43500,43850,43120.76563,7289124
8/21/2018,43700,44900,43700,44800,44054.96875,9520270
8/22/2018,45150,46200,44900,46100,45333.34766,11641656
8/23/2018,46150,46200,45700,46200,45431.6875,6730918
8/24/2018,45900,46400,45550,46150,45382.51563,6582535
8/27/2018,46100,46550,46000,46300,45530.01953,5263782
8/28/2018,46800,46950,46300,46550,45775.86328,7365976
8/29/2018,46750,46800,46400,46800,46021.70703,5572374
8/30/2018,46950,47950,46700,47650,46857.57031,12193231
8/31/2018,47100,48450,47000,48450,47644.26953,13577454
9/3/2018,48200,48300,47300,47450,46660.89844,8595084
9/4/2018,47550,47800,47200,47650,46857.57031,6791255
9/5/2018,47300,47450,46400,46600,45825.03125,9139998
9/6/2018,46200,46400,45800,46100,45333.34766,9040553
9/7/2018,44500,45200,44400,44900,44153.30469,18285508
9/10/2018,45450,45550,45000,45500,44743.32813,9979838
9/11/2018,45550,45900,45050,45050,44300.80859,9865790
9/12/2018,44900,45100,44500,44550,43809.125,12995269
9/13/2018,44550,44750,44000,44050,43317.4375,18277942
9/14/2018,45000,45850,44900,45850,45087.50781,12446344
9/17/2018,45550,45800,44900,45150,44399.14844,8123384
9/18/2018,44950,45900,44700,45500,44743.32813,9987090
9/19/2018,46000,46200,45700,46150,45382.51563,9367454
9/20/2018,46850,47600,46400,47250,46464.22266,13536966
9/21/2018,46550,47550,46550,47400,46611.73047,14476906
9/27/2018,46950,47500,46450,47500,47061.53906,15804586
9/28/2018,47250,47250,46300,46450,46021.23047,11270515
